page_id	name	urlslug	ID	ALIGN	EYE	HAIR	SEX	GSM	ALIVE	APPEARANCES	FIRST APPEARANCE	Year	lon	lat
4704	Alicia Masters (Earth-616)	\/Alicia_Masters_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Strawberry Blond Hair	Female Characters		Living Characters	293	Nov-62	1962	-136.0102571012169	87.28319697019049
5708	Robert Baldwin (Earth-616)	\/Robert_Baldwin_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	293	Sep-88	1988	83.77357040484725	-1.33129260128851
1902	Vance Astrovik (Earth-616)	\/Vance_Astrovik_(Earth-616)	Public Identity	Good Characters	Hazel Eyes	Brown Hair	Male Characters		Living Characters	290	Jul-75	1975	-49.915095153575635	-27.441906561051404
6633	Wendell Vaughn (Earth-616)	\/Wendell_Vaughn_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	290	Jan-78	1978	-33.70636699992241	-78.64226099500857
100716	Chili Storm (Earth-616)	\/Chili_Storm_(Earth-616)	Public Identity		Green Eyes	Red Hair	Female Characters	Homosexual Characters	Living Characters	284	Oct-48	1948	89.66621193659313	15.452004932623296
4565	Abner Jenkins (Earth-616)	\/Abner_Jenkins_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	284	Aug-64	1964	-91.4500861676283	85.48152305810035
1505	Elektra Natchios (Earth-616)	\/Elektra_Natchios_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Black Hair	Female Characters		Living Characters	280	Jan-81	1981	33.39013978473838	-35.51108175092765
1256	Bullseye (Lester) (Earth-616)	\/Bullseye_(Lester)_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	277	Mar-76	1976	-79.67558361648908	37.921618146222954
119507	Forge (Earth-616)	\/Forge_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	276	Aug-84	1984	53.226752303021385	-88.48611851279104
9106	Virginia Potts (Earth-616)	\/Virginia_Potts_(Earth-616)	No Dual Identity	Good Characters	Green Eyes	Red Hair	Female Characters		Living Characters	274	Sep-63	1963	78.81167207252042	-25.288217110484084
2383	Walter Langkowski (Earth-616)	\/Walter_Langkowski_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	273	Apr-79	1979	-123.54852286429274	-69.68474492012754
1733	Gorgon (Earth-616)	\/Gorgon_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	272	Nov-65	1965	-111.57697034539505	19.903529231211152
37689	James Madrox (Earth-616)	\/James_Madrox_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	271	Feb-75	1975	79.38175675207884	-48.96365642462628
1808	Heimdall (Earth-616)	\/Heimdall_(Earth-616)	Secret Identity	Good Characters	Grey Eyes	Brown Hair	Male Characters		Living Characters	270	Oct-62	1962	-117.1611	32.7157
2558	Theresa Cassidy (Earth-616)	\/Theresa_Cassidy_(Earth-616)	Secret Identity	Good Characters	Green Eyes	Red Hair	Female Characters		Living Characters	267	Apr-81	1981	-59.09238344251018	53.206879550290154
1565	Laura Kinney (Earth-616)	\/Laura_Kinney_(Earth-616)	Secret Identity	Good Characters	Green Eyes	Black Hair	Female Characters		Living Characters	265	Feb-04	2004	109.59670994352456	62.82493153254609
33447	Arthur Douglas (Earth-616)	\/Arthur_Douglas_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Brown Hair	Male Characters		Living Characters	264	Feb-73	1973	-9.657505359786086	38.44962488928729
2511	Peter Parker (Ben Reilly) (Earth-616)	\/Peter_Parker_(Ben_Reilly)_(Earth-616)	Secret Identity	Good Characters	Hazel Eyes	Blond Hair	Male Characters		Deceased Characters	263	Oct-75	1975	48.04078566354954	-82.0620134438142
1971	Warlock (Technarch) (Earth-616)	\/Warlock_(Technarch)_(Earth-616)	Secret Identity	Good Characters	Black Eyes	No Hair	Male Characters		Living Characters	261	Aug-84	1984	70.06277026520809	-73.40086069428338
1903	Kevin Plunder (Earth-616)	\/Kevin_Plunder_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	260	Mar-65	1965	-158.26243219881414	54.42528356714428
1445	Leonard Samson (Earth-616)	\/Leonard_Samson_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Green Hair	Male Characters		Deceased Characters	260	Jul-71	1971	-113.65382739593565	5.085032040887228
2582	Melissa Gold (Earth-616)	\/Melissa_Gold_(Earth-616)	Secret Identity	Good Characters	Green Eyes	Blond Hair	Female Characters		Living Characters	260	Aug-79	1979	-78.26292669808859	-3.563740389542332
2037	Lockheed (Earth-616)	\/Lockheed_(Earth-616)	Secret Identity	Good Characters		No Hair	Male Characters		Living Characters	260	Feb-83	1983	-117.1611	32.7157
1935	Mercedes Knight (Earth-616)	\/Mercedes_Knight_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Black Hair	Female Characters		Living Characters	259	Mar-72	1972	33.32652290322338	65.42526962283819
2060	Moira Kinross (Earth-616)	\/Moira_Kinross_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Brown Hair	Female Characters		Deceased Characters	259	Dec-75	1975	-45.314267018986186	-65.32079016056109
1915	Karnak (Earth-616)	\/Karnak_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Black Hair	Male Characters		Deceased Characters	257	Dec-65	1965	76.0511492480374	-79.67369202143323
2204	Namorita Prentiss (Earth-616)	\/Namorita_Prentiss_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Deceased Characters	257	Jun-72	1972	64.09124817259939	6.997416004364425
2038	Lockjaw (Earth-616)	\/Lockjaw_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	255	Dec-65	1965	-25.874261995323167	7.467731948331405
1029	Adam Warlock (Earth-616)	\/Adam_Warlock_(Earth-616)	No Dual Identity	Good Characters	White Eyes	Gold Hair	Male Characters		Living Characters	252	Sep-67	1967	-36.90283879607682	48.49431222237402
2407	Heather McNeil (Earth-616)	\/Heather_McNeil_(Earth-616)	Public Identity	Neutral Characters	Green Eyes	Red Hair	Female Characters		Living Characters	252	Nov-80	1980	118.967341786401	26.41968171203594
2034	Curtis Connors (Earth-616)	\/Curtis_Connors_(Earth-616)	Public Identity	Neutral Characters	Red Eyes	No Hair	Male Characters		Living Characters	250	Nov-63	1963	66.63345160419016	-41.2352925005166
2097	Theodore Sallis (Earth-616)	\/Theodore_Sallis_(Earth-616)	Secret Identity	Good Characters	Red Eyes	No Hair	Male Characters		Living Characters	249	May-71	1971	-81.63625273035612	84.88143133066336
2421	Adrian Toomes (Earth-616)	\/Adrian_Toomes_(Earth-616)	Public Identity	Bad Characters	Hazel Eyes	Bald	Male Characters		Living Characters	248	May-63	1963	-151.58341071235597	41.979883301600466
1514	Amora (Earth-616)	\/Amora_(Earth-616)	Public Identity	Bad Characters	Green Eyes	Blond Hair	Female Characters		Living Characters	247	Apr-64	1964	81.19930665487362	-8.315042598644823
1335	Clea (Earth-616)	\/Clea_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	White Hair	Female Characters		Living Characters	247	Nov-64	1964	-19.61232881483994	22.154610941879113
1289	Mar-Vell (Earth-616)	\/Mar-Vell_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Deceased Characters	245	Dec-67	1967	-164.71161565549747	-82.98040448323655
2309	Eugene Judd (Earth-616)	\/Eugene_Judd_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Bald	Male Characters		Living Characters	245	Aug-83	1983	15.347017937075293	-27.85500948231772
1813	Daimon Hellstrom (Earth-616)	\/Daimon_Hellstrom_(Earth-616)	No Dual Identity	Neutral Characters	Red Eyes	Red Hair	Male Characters		Living Characters	242	Sep-73	1973	-117.1611	32.7157
76396	John Jonah Jameson III (Earth-616)	\/John_Jonah_Jameson_III_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Auburn Hair	Male Characters		Living Characters	240	Mar-63	1963	-21.25966135336205	1.6947799475411358
2497	Triton (Earth-616)	\/Triton_(Earth-616)	No Dual Identity	Good Characters	Green Eyes	No Hair	Male Characters		Living Characters	240	Dec-65	1965	-78.50900861071096	-68.63774961273478
2138	Meggan Puceanu (Earth-616)	\/Meggan_Puceanu_(Earth-616)	Secret Identity	Good Characters			Female Characters		Living Characters	240	Dec-83	1983	-117.1611	32.7157
6517	Robert Reynolds (Earth-616)	\/Robert_Reynolds_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	240	Sep-00	2000	60.10345077755022	-7.161332147645979
2351	Aleksei Sytsevich (Earth-616)	\/Aleksei_Sytsevich_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Deceased Characters	239	Oct-66	1966	-42.24680906812185	48.0768277644508
15903	Santo Vaccarro (Earth-616)	\/Santo_Vaccarro_(Earth-616)	Secret Identity	Good Characters	White Eyes	No Hair	Male Characters		Living Characters	238	Sep-03	2003	153.27375444848911	71.07829704345488
2335	Jonathan Clay (Earth-616)	\/Jonathan_Clay_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Red Hair	Male Characters	Homosexual Characters	Living Characters	237	Aug-60	1960	-173.99735770462516	22.645567029693424
1095	Ares (Earth-616)	\/Ares_(Earth-616)	Secret Identity	Neutral Characters	Brown Eyes	Brown Hair	Male Characters		Deceased Characters	236	Apr-49	1949	117.77168825905329	86.15268708400893
2523	Sersi (Earth-616)	\/Sersi_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Black Hair	Female Characters		Living Characters	236	Sep-76	1976	9.886212895057724	-36.749346900431185
2617	Guido Carosella (Earth-616)	\/Guido_Carosella_(Earth-616)	Secret Identity	Neutral Characters	Brown Eyes	Bald	Male Characters		Living Characters	236	Jul-85	1985	117.40488011931012	-4.440081637231643
1533	Zabu (Earth-616)	\/Zabu_(Earth-616)	Public Identity	Good Characters	Green Eyes	Orange Hair	Male Characters		Living Characters	234	Mar-65	1965	-167.76456312408914	48.76031050019435
2186	Michael Morbius (Earth-616)	\/Michael_Morbius_(Earth-616)	Secret Identity	Neutral Characters	Red Eyes	Black Hair	Male Characters		Living Characters	231	Oct-71	1971	-62.66477578053902	-41.00314247253067
2353	Julio Richter (Earth-616)	\/Julio_Richter_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters	Homosexual Characters	Living Characters	231	Jun-87	1987	179.70751570712218	-52.710385704802206
15511	Phoenix Force (Earth-616)	\/Phoenix_Force_(Earth-616)	Secret Identity	Neutral Characters		No Hair			Deceased Characters	229	Oct-76	1976	-117.1611	32.7157
15907	Megan Gwynn (Earth-616)	\/Megan_Gwynn_(Earth-616)	Public Identity	Good Characters	Black Eyeballs	Pink Hair	Female Characters		Living Characters	229	Nov-04	2004	-160.89623343191423	-79.2518943608834
2724	Kyle Richmond (Earth-616)	\/Kyle_Richmond_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Auburn Hair	Male Characters		Living Characters	227	Oct-69	1969	-36.71302427833254	66.5797420806982
1911	Karen Page (Earth-616)	\/Karen_Page_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Deceased Characters	226	Apr-64	1964	-165.7016728682002	21.958303712697884
1336	Tyrone Johnson (Earth-616)	\/Tyrone_Johnson_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	226	Mar-82	1982	116.92825442623257	24.33859837389494
1503	Maxwell Dillon (Earth-616)	\/Maxwell_Dillon_(Earth-616)	Public Identity	Bad Characters	Blue Eyes	Auburn Hair	Male Characters		Living Characters	225	Feb-64	1964	-87.52119553841844	-81.51662748633768
1356	Valerie Cooper (Earth-616)	\/Valerie_Cooper_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	225	Dec-83	1983	-85.98283256388665	-22.848483605544274
8844	Anna May (Earth-616)	\/Anna_May_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	White Hair	Female Characters		Living Characters	224	Aug-64	1964	-117.1611	32.7157
1471	Vlad Dracula (Earth-616)	\/Vlad_Dracula_(Earth-616)	No Dual Identity	Bad Characters	Red Eyes	White Hair	Male Characters		Living Characters	223	Mar-51	1951	-130.2146231313606	-73.71243614775804
1389	Tandy Bowen (Earth-616)	\/Tandy_Bowen_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	222	Mar-82	1982	7.409795337089804	-1.2825523917625787
2054	Monet St. Croix (Earth-616)	\/Monet_St._Croix_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Black Hair	Female Characters		Living Characters	221	Nov-94	1994	167.37659277182598	-16.371270870192916
1684	Gamora (Earth-616)	\/Gamora_(Earth-616)	No Dual Identity	Neutral Characters	Yellow Eyes	Black Hair	Female Characters		Living Characters	218	Jun-75	1975	75.6289236787425	-35.30600545913791
10174	Amara Aquilla (Earth-616)	\/Amara_Aquilla_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	217	Oct-83	1983	33.84294042903349	-72.69857550648611
2590	Julia Carpenter (Earth-616)	\/Julia_Carpenter_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Strawberry Blond Hair	Female Characters		Living Characters	212	Oct-84	1984	37.38516570148741	27.184331731060354
1654	Jane Foster (Earth-616)	\/Jane_Foster_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Brown Hair	Female Characters		Living Characters	211	Sep-62	1962	-117.1611	32.7157
2482	Mortimer Toynbee (Earth-616)	\/Mortimer_Toynbee_(Earth-616)	Secret Identity	Neutral Characters	Black Eyes	Brown Hair	Male Characters		Living Characters	210	Mar-64	1964	125.90706670649382	51.264135707380944
1080	Scott Lang (Earth-616)	\/Scott_Lang_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Strawberry Blond Hair	Male Characters		Living Characters	209	Mar-79	1979	-117.1611	32.7157
1840	Paige Guthrie (Earth-616)	\/Paige_Guthrie_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	207	Nov-84	1984	17.542897179038476	78.80888453220561
8648	Benjamin Parker (Earth-616)	\/Benjamin_Parker_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Brown Hair	Male Characters		Deceased Characters	205	Aug-62	1962	-36.727580935186154	-6.669053753008328
1117	Erik Josten (Earth-616)	\/Erik_Josten_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Red Hair	Male Characters		Living Characters	204	Oct-65	1965	132.17996494865798	17.268742518039673
1122	Jeanne-Marie Beaubier (Earth-616)	\/Jeanne-Marie_Beaubier_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Black Hair	Female Characters		Living Characters	203	Apr-79	1979	125.16057440989488	78.47988517073574
1027	Carl Creel (Earth-616)	\/Carl_Creel_(Earth-616)	Public Identity	Bad Characters	Blue Eyes	Bald	Male Characters		Living Characters	202	Apr-64	1964	-45.29693202982102	-74.6278738809633
18854	Gloria Grant (Earth-616)	\/Gloria_Grant_(Earth-616)	No Dual Identity		Brown Eyes	Black Hair	Female Characters		Living Characters	202	Jan-75	1975	86.03357510095583	-44.577086373831214
2528	Michael Twoyoungmen (Earth-616)	\/Michael_Twoyoungmen_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	200	Apr-79	1979	-19.317812308472895	-64.00538542615264
119275	Hope Summers (Earth-616)	\/Hope_Summers_(Earth-616)	Secret Identity	Good Characters	Green Eyes	Red Hair	Female Characters		Living Characters	200	Jan-08	2008	-93.1256763947242	38.93248691500432
2470	Eric Masterson (Earth-616)	\/Eric_Masterson_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Deceased Characters	198	May-88	1988	-175.23483607835	-47.8268513544566
1544	Alexander Power (Earth-616)	\/Alexander_Power_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	197	Aug-84	1984	-103.2540076079909	67.93864464340282
2501	Matthew Hawk (Earth-616)	\/Matthew_Hawk_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Brown Hair	Male Characters		Deceased Characters	195	Nov-62	1962	-43.031367433442085	7.753651209169945
1888	Jessica Jones (Earth-616)	\/Jessica_Jones_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Brown Hair	Female Characters		Living Characters	195	Sep-63	1963	138.1097159230303	17.347696183288278
1215	Frederick Dukes (Earth-616)	\/Frederick_Dukes_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	194	Jan-64	1964	144.0712852674203	-53.21068283590111
1204	Eric Brooks (Earth-616)	\/Eric_Brooks_(Earth-616)	Public Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	194	Jul-73	1973	-56.50482632091271	38.46564271196655
1523	Eros (Earth-616)	\/Eros_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Red Hair	Male Characters		Living Characters	193	Feb-73	1973	49.762725674361974	76.53306273126722
1232	Madison Jeffries (Earth-616)	\/Madison_Jeffries_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	193	Aug-83	1983	-147.9560818641394	42.1725238686532
2099	Mandarin (Earth-616)	\/Mandarin_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Black Hair	Male Characters		Deceased Characters	190	Feb-64	1964	-139.64975804306346	15.487128766627436
2006	The Wizard (Earth-616)	\/The_Wizard_(Earth-616)	Public Identity	Bad Characters	Hazel Eyes	Brown Hair	Male Characters		Living Characters	189	Nov-62	1962	-135.8052128633693	-42.718763923989
51769	Akihiro (Earth-616)	\/Akihiro_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Black Hair	Male Characters	Bisexual Characters	Living Characters	189	Oct-06	2006	10.01194979066139	61.18948810119801
1943	Sergei Kravinoff (Earth-616)	\/Sergei_Kravinoff_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Black Hair	Male Characters		Deceased Characters	188	Aug-64	1964	-102.68372231213138	88.03709949000489
1315	Jonothon Starsmore (Earth-616)	\/Jonothon_Starsmore_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	187	Nov-94	1994	-45.58054369202941	42.97731061135963
1142	Helmut Zemo (Earth-616)	\/Helmut_Zemo_(Earth-616)	Public Identity	Bad Characters	Blue Eyes	Blond Hair	Male Characters		Living Characters	184	Dec-73	1973	132.30878902856114	66.28877968171955
15901	Victor Borkowski (Earth-616)	\/Victor_Borkowski_(Earth-616)	Secret Identity	Good Characters	Brown Eyes	Black Hair	Male Characters	Homosexual Characters	Living Characters	184	Aug-03	2003	-117.1611	32.7157
4368	Edward Leeds (Earth-616)	\/Edward_Leeds_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes	Brown Hair	Male Characters		Deceased Characters	181	Nov-64	1964	177.60459776294084	-20.419184821020778
1576	Ultron (Earth-616)	\/Ultron_(Earth-616)	No Dual Identity	Bad Characters	Red Eyes	No Hair	Male Characters		Deceased Characters	181	Jul-68	1968	-52.245933830175574	17.80684592752739
